관리번호,설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,상세위치,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
,상림캐슬,경상남도,함양군,경상남도 함양군 함양읍 봉강길 3,경상남도 함양군 함양읍 교산리 321-1,35.52543657,127.7285811,상림캐슬 입구,함양자원,,2025-11-20,5460000,경상남도 함양군
,두진 하이츠빌,경상남도,함양군,경상남도 함양군 함양읍 함양로 1223,경상남도 함양군 함양읍 교산리 353-24,35.52784708,127.7297532,두진 하이츠빌 입구,함양자원,,2025-11-20,5460000,경상남도 함양군
,함양농협 진고개지점,경상남도,함양군,경상남도 함양군 함양읍 함양로 1236-10,경상남도 함양군 함양읍 교산리 285,35.52744162,127.7313536,함양농협 진고개지점 옆,함양자원,,2025-11-20,5460000,경상남도 함양군
,미성하이츠빌,경상남도,함양군,경상남도 함양군 함양읍 원교길 36,경상남도 함양군 함양읍 교산리 833-4,35.52857883,127.7273655,미성하이츠빌 옆,함양자원,,2025-11-20,5460000,경상남도 함양군
,우두머리곰탕,경상남도,함양군,경상남도 함양군 함양읍 함양로 1210-1,경상남도 함양군 함양읍 교산리 330-12,35.52653153,127.7296393,우두머리곰탕(구 풍경소리) 앞,함양자원,,2025-11-20,5460000,경상남도 함양군
,성림웨딩홀,경상남도,함양군,경상남도 함양군 함양읍 교산중앙길 7,경상남도 함양군 함양읍 교산리 182-2,35.52316955,127.7292114,성림웨딩홀 옆,함양자원,,2025-11-20,5460000,경상남도 함양군
,청아아파트,경상남도,함양군,경상남도 함양군 함양읍 교산중앙길 17,경상남도 함양군 함양읍 교산리 154-2,35.52295868,127.730116,청아아파트 옆,함양자원,,2025-11-20,5460000,경상남도 함양군
,한주아파트,경상남도,함양군,경상남도 함양군 함양읍 교산3길 6,경상남도 함양군 함양읍 교산리 160,35.52209473,127.730961,한주아파트 단지 뒤,함양자원,,2025-11-20,5460000,경상남도 함양군
,한솔슈퍼,경상남도,함양군,경상남도 함양군 함양읍 교산중앙길 29-1,경상남도 함양군 함양읍 교산리 156-2,35.52256531,127.7314926,함양교통 뒤 한솔슈퍼 건너편,함양자원,,2025-11-20,5460000,경상남도 함양군
174,수솟대어린이공원,광주광역시,광산구,광주광역시 광산구 수완로 96 (수완동),광주광역시 광산구 수완동 1216,35.19326768,126.8300627,현대자동차블루핸즈 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
173,솟대어린이공원,광주광역시,광산구,광주광역시 광산구 수완로74번길 11-8 (수완동),광주광역시 광산구 수완동 1252,35.19209724,126.8301656,JS빌 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
172,솟대어린이공원,광주광역시,광산구,광주광역시 광산구 수완로74번길 11-48 (수완동),광주광역시 광산구 수완동 1240,35.19304653,126.8308005,서울우유 근처,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
171,수완중학교,광주광역시,광산구,광주광역시 광산구 수완로11번안길 61 (수완동),광주광역시 광산구 수완동 1514,35.18662585,126.8263006,행복한교회 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
170,캐쥬얼식당 앞,광주광역시,광산구,광주광역시 광산구 수완로48번길 42-1 (수완동),광주광역시 광산구 수완동 1732,35.18792592,126.8296298,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
169,피자탑 앞,광주광역시,광산구,광주광역시 광산구 수완로12번길 46 (수완동),광주광역시 광산구 수완동 1584,35.1864362,126.8313323,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
168,호반 203동 바깥,광주광역시,광산구,광주광역시 광산구 수완로10번길 13 (수완동),광주광역시 광산구 수완동 1586,35.18611462,126.8312833,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
167,"골드스타 옆, KCC페인트 맞은편",광주광역시,광산구,광주광역시 광산구 수완로10번길 39 (수완동),광주광역시 광산구 수완동 1597,35.18707173,126.8316462,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
166,월드마트 앞,광주광역시,광산구,광주광역시 광산구 수완로52번길 46-13 (수완동),광주광역시 광산구 수완동 1612,35.18905537,126.8311525,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
165,예향 앞,광주광역시,광산구,광주광역시 광산구 수완로50번길 31 (수완동),광주광역시 광산구 수완동 1673,35.18950584,126.8306161,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
164,장군 알부자집 앞,광주광역시,광산구,광주광역시 광산구 신창로48번길 31 (신창동),광주광역시 광산구 신창동 1201-6,35.18971759,126.8388839,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
163,스쿨룩스 신창점 앞,광주광역시,광산구,광주광역시 광산구 신창로106번길 31-17 (신창동),광주광역시 광산구 신창동 1242-1,35.19517409,126.8398168,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
162,하나수산 포차 앞,광주광역시,광산구,광주광역시 광산구 왕버들로252번길 33 (신창동),광주광역시 광산구 신창동 1256-1,35.19508239,126.8356956,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
161,그 여자의 맥주집 앞,광주광역시,광산구,광주광역시 광산구 신창로105번길 6-19 (신창동),광주광역시 광산구 신창동 1253-1,35.19567226,126.837579,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
160,엘리트 빌라 옆,광주광역시,광산구,광주광역시 광산구 신창로166번길 3 (신창동),광주광역시 광산구 신창동 1154-7,35.1990358,126.8417013,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
159,더 홈스타일 옆,광주광역시,광산구,광주광역시 광산구 신창로178번길 4 (신창동),광주광역시 광산구 신창동 1154-1,35.19964066,126.8424351,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
158,칼미아 빌라 옆,광주광역시,광산구,광주광역시 광산구 신창로178번길 28 (신창동),광주광역시 광산구 신창동 1157-2,35.19888029,126.843274,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
157,홈디자인 앞,광주광역시,광산구,광주광역시 광산구 왕버들로289번길 59 (신창동),광주광역시 광산구 신창동 1148-3,35.1975661,126.8422886,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
156,송둘라모터스 앞,광주광역시,광산구,광주광역시 광산구 왕버들로289번길 43 (신창동),광주광역시 광산구 신창동 1147-5,35.19708676,126.841670,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
155,프라임 캐슬 앞,광주광역시,광산구,광주광역시 광산구 왕버들로 285 (신창동),광주광역시 광산구 신창동 1134-6,35.19581351,126.8400267,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
154,전원마을 빌라 앞,광주광역시,광산구,광주광역시 광산구 장신로333번길 19 (신창동),광주광역시 광산구 신창동 1180-2,35.19407627,126.8441274,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
153,타워펠리스 빌라 앞,광주광역시,광산구,광주광역시 광산구 장신로309번길 4-17 (신창동),광주광역시 광산구 신창동 1183-6,35.19292999,126.844169,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
,위성아파트,경상남도,함양군,경상남도 함양군 함양읍 교산중앙길 33,경상남도 함양군 함양읍 교산리 149,35.52296793,127.732010,위성아파트 관리사무소 옆,함양자원,,2025-11-20,5460000,경상남도 함양군
,함양제일고등학교,경상남도,함양군,경상남도 함양군 함양읍 함양배움길 27,경상남도 함양군 함양읍 교산리 210,35.52525216,127.7323767,함양제일고 앞 다목적쉼터,함양자원,,2025-11-20,5460000,경상남도 함양군
,한마음아파트,경상남도,함양군,경상남도 함양군 함양읍 함양로 1224,경상남도 함양군 함양읍 교산리 296,35.52729778,127.7307292,한마음아파트 노모당 옆,함양자원,,2025-11-20,5460000,경상남도 함양군
,함양교산지구 행복주택아파트,경상남도,함양군,경상남도 함양군 함양읍 함양로 1206-27,경상남도 함양군 함양읍 교산리 1157,35.52690599,127.7315188,,함양자원,,2025-11-20,5460000,경상남도 함양군
,함양웰가센트뷰아파트,경상남도,함양군,경상남도 함양군 함양읍 함양로 1206-71,경상남도 함양군 함양읍 교산리 257,35.52631272,127.7325664,,함양자원,,2025-11-20,5460000,경상남도 함양군
,위성빌라,경상남도,함양군,경상남도 함양군 함양읍 한들로 195,경상남도 함양군 함양읍 교산리 108-3,35.52397505,127.7338732,,함양자원,,2025-11-20,5460000,경상남도 함양군
,함양카센터,경상남도,함양군,경상남도 함양군 함양읍 교산샛길 17,경상남도 함양군 함양읍 교산리 202-24,35.52304312,127.7337253,함양카센터 옆,함양자원,,2025-11-20,5460000,경상남도 함양군
,정도개발설계사무소,경상남도,함양군,경상남도 함양군 함양읍 위성초등길 16,경상남도 함양군 함양읍 교산리 141-1,35.52257268,127.7326382,,함양자원,,2025-11-20,5460000,경상남도 함양군
152,늘봄 빌라 옆,광주광역시,광산구,광주광역시 광산구 장신로309번길 4-3 (신창동),광주광역시 광산구 신창동 1183-10,35.19260117,126.8435364,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
151,메가트리움 빌라 옆,광주광역시,광산구,광주광역시 광산구 장신로309번길 14 (신창동),광주광역시 광산구 신창동 1182-9,35.19291671,126.8433145,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
150,우리마트 앞,광주광역시,광산구,광주광역시 광산구 북문대로419번길 30 (신창동),광주광역시 광산구 신창동 508-19,35.19302123,126.847449,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
149,에덴동산 빌라 앞,광주광역시,광산구,광주광역시 광산구 북문대로 423 (신창동),광주광역시 광산구 신창동 507-2,35.19377336,126.8479103,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
148,CH푸드 앞,광주광역시,광산구,광주광역시 광산구 북문대로419번길 14-11 (신창동),광주광역시 광산구 신창동 508-9,35.19344886,126.8476134,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
147,월드빌A동 앞,광주광역시,광산구,광주광역시 광산구 첨단내촌로70번길 88-23 (월계동),광주광역시 광산구 월계동 826-13,35.21207321,126.8414182,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
146,무등교회 앞,광주광역시,광산구,광주광역시 광산구 첨단내촌로70번길 28-7 (월계동),광주광역시 광산구 월계동 816-13,35.21282681,126.8380683,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
145,푸른솔 앞,광주광역시,광산구,광주광역시 광산구 월계로118번길 38-4 (월계동),광주광역시 광산구 월계동 817-7,35.21196188,126.8380765,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
144,밝은미래 앞,광주광역시,광산구,광주광역시 광산구 월계로 22 (월계동),광주광역시 광산구 월계동 785-8,35.20897297,126.833796,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
143,해피하우스 앞,광주광역시,광산구,광주광역시 광산구 월계로16번길 11 (월계동),광주광역시 광산구 월계동 792-8,35.20897821,126.8344599,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
142,The 푸른환경 앞,광주광역시,광산구,"광주광역시 광산구 사암로106번길 62 (우산동, 송광쇼핑타운)",광주광역시 광산구 우산동 1073-14,35.15347225,126.810782,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
141,전봇대 앞,광주광역시,광산구,광주광역시 광산구 장수길 65-11 (장수동),광주광역시 광산구 장수동 180,35.18330368,126.7872286,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
140,장수경로당 앞,광주광역시,광산구,광주광역시 광산구 장수길 95 (장수동),광주광역시 광산구 장수동 163,35.18280425,126.7884207,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
139,우리선두 옆,광주광역시,광산구,광주광역시 광산구 하남지실길 249 (산정동),광주광역시 광산구 산정동 426-3,35.1731519,126.7926898,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
138,목양교회 옆,광주광역시,광산구,광주광역시 광산구 사암로95번길 21 (소촌동),광주광역시 광산구 소촌동 8-1,35.15276894,126.8058356,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
137,빛고을노인간호센터 앞,광주광역시,광산구,광주광역시 광산구 송정공원로46번길 1 (소촌동),광주광역시 광산구 소촌동 510-6,35.14752858,126.7980938,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
136,요한식품 앞,광주광역시,광산구,광주광역시 광산구 송정공원로11번길 3 (소촌동),광주광역시 광산구 소촌동 505-6,35.14452127,126.7987323,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
135,재한우즈베키스탄인협회 앞,광주광역시,광산구,광주광역시 광산구 산정공원로93번길 18-15 (산정동),광주광역시 광산구 산정동 914-1,35.17666881,126.8055145,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
134,Asis-mart 앞,광주광역시,광산구,광주광역시 광산구 산정공원로72번길 21-7 (월곡동),광주광역시 광산구 월곡동 498-4,35.17417413,126.8074349,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
133,광주동양 지붕공사 앞,광주광역시,광산구,광주광역시 광산구 사암로339번길 48 (월곡동),광주광역시 광산구 월곡동 511-6,35.17251806,126.8081646,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
132,우산빌 옆,광주광역시,광산구,광주광역시 광산구 사암로130번길 97 (우산동),광주광역시 광산구 우산동 1036-13,35.15594038,126.8128291,짬뽕과 손님 옆 큰도로,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
131,우산팥죽바지락칼국수 앞,광주광역시,광산구,광주광역시 광산구 우산로 126,광주광역시 광산구 우산동 1037-7,35.15603299,126.8138527,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
130,광주은총교회 앞,광주광역시,광산구,"광주광역시 광산구 사암로106번길 99-6 (우산동, 송광1차아파트)",광주광역시 광산구 우산동 1062-3,35.15400993,126.8131765,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
129,수현빌라 옆 놀이터,광주광역시,광산구,광주광역시 광산구 사암로92번길 79 (우산동),광주광역시 광산구 우산동 1071-3,35.15275891,126.8118202,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
128,건강식당 앞,광주광역시,광산구,광주광역시 광산구 사암로92번길 12 (우산동),광주광역시 광산구 우산동 1615-5,35.15246146,126.807799,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
127,코리아유통,광주광역시,광산구,광주광역시 광산구 사암로130번길 39 (우산동),광주광역시 광산구 우산동 1034-21,35.15598888,126.809768,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
126,월곡공원 테니스장 근처,광주광역시,광산구,광주광역시 광산구 월곡반월로 32번길 33(월곡동),광주광역시 광산구 월곡동 595-6,35.16809951,126.8145261,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
125,너를그리다 앞,광주광역시,광산구,광주광역시 광산구 수완로9번길 40-8 (신가동),광주광역시 광산구 신가동 1104,35.18553175,126.8268424,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
,아람빌라,경상남도,함양군,경상남도 함양군 함양읍 용평3길 65,경상남도 함양군 함양읍 용평리 595-80,35.51627227,127.7288447,아람빌라 앞,함양자원,,2025-11-20,5460000,경상남도 함양군
124,기독교백화점 앞,광주광역시,광산구,광주광역시 광산구 수등로 161 (신가동),광주광역시 광산구 신가동 1083,35.18446466,126.8264758,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
123,하일마트 앞,광주광역시,광산구,광주광역시 광산구 목련로397번길 31,광주광역시 광산구 신가동 964-1,35.18388837,126.8308993,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
122,미니스톱 앞,광주광역시,광산구,광주광역시 광산구 목련로397번길 7 (신가동),광주광역시 광산구 신가동 965-1,35.18392582,126.8322302,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
121,유앤미유치원 건너편,광주광역시,광산구,광주광역시 광산구 목련로394번길 9 (신가동),광주광역시 광산구 신가동 998-8,35.1838212,126.8329684,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
120,세븐일레븐 앞,광주광역시,광산구,광주광역시 광산구 목련로394번길 9 (신가동),광주광역시 광산구 신가동 998-8,35.1838212,126.8329684,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
119,삼성유리집 앞,광주광역시,광산구,광주광역시 광산구 신가삼효로 45(신가동),광주광역시 광산구 신가동 1038-3,35.18802277,126.8366666,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
118,광선교회 앞,광주광역시,광산구,광주광역시 광산구 신창로35번길 29-15 (신가동),광주광역시 광산구 신가동 1042-4,35.18785204,126.8354541,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
117,베베클린 앞,광주광역시,광산구,광주광역시 광산구 신가삼효로 37 (신가동),광주광역시 광산구 신가동 1038-8,35.18745914,126.8362565,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
116,비젼지역아동센터 앞,광주광역시,광산구,광주광역시 광산구 신가삼효로 19 (신가동),광주광역시 광산구 신가동 462,35.18643558,126.8344755,자연숲마트 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
115,광주수완지구 EG더원아파트 앞,광주광역시,광산구,광주광역시 광산구 풍영로101번안길 7-3 (흑석동),광주광역시 광산구 흑석동 581,35.18100402,126.8106677,왕새우,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
114,광주수완지구 EG더원아파트 앞,광주광역시,광산구,광주광역시 광산구 풍영로101번안길 11 (흑석동),광주광역시 광산구 흑석동 557,35.18151182,126.8101319,썬더치킨,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
113,대산산업보건협회 광주산업보건센터 앞,광주광역시,광산구,광주광역시 광산구 풍영로101번안길 11-4 (흑석동),광주광역시 광산구 흑석동 559,35.18120691,126.8100293,바지락 칼국수,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
112,하남농협 앞,광주광역시,광산구,광주광역시 광산구 풍영로101번안길 19-3 (흑석동),광주광역시 광산구 흑석동 544,35.18154021,126.8095583,골든빌 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
111,하남농협 하나로마트 앞,광주광역시,광산구,광주광역시 광산구 월곡로 6(월곡동),광주광역시 광산구 월곡동 50-1,35.16888113,126.8096192,옹카페 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
110,고실국밥 앞,광주광역시,광산구,광주광역시 광산구 월곡중앙로54번길 22 (월곡동),광주광역시 광산구 월곡동 560-1,35.17094906,126.8125367,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
109,월곡중학교 앞,광주광역시,광산구,광주광역시 광산구 월곡반월로 18 (월곡동),광주광역시 광산구 월곡동 590-8,35.16714972,126.812746,정우애드컴 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
108,월곡중학교 앞,광주광역시,광산구,광주광역시 광산구 월곡반월로16번길 19 (월곡동),광주광역시 광산구 월곡동 592-7,35.16705686,126.8136146,서진기업 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
107,월곡공원 앞,광주광역시,광산구,광주광역시 광산구 월곡반월로32번길 45 (월곡동),광주광역시 광산구 월곡동 586-17,35.16780717,126.8151564,고임목 보관함 옆,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
106,창대교회 앞,광주광역시,광산구,광주광역시 광산구 월곡로 73 (월곡동),광주광역시 광산구 월곡동 582-7,35.1678114,126.8166912,우리동네 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
105,아름공원 앞,광주광역시,광산구,광주광역시 광산구 수완로9번길 34-3 (신가동),광주광역시 광산구 신가동 1106,35.18539848,126.8266124,H커피 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
104,수완중학교 앞,광주광역시,광산구,광주광역시 광산구 수완로9번길 22-12(신가동),광주광역시 광산구 신가동 1128,35.18569529,126.8271164,너를그리다 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
103,요한식품 앞,광주광역시,광산구,광주광역시 광산구 송정공원로11번길 22-1 (소촌동),광주광역시 광산구 소촌동 504-32,35.14493537,126.7978245,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
102,소촌지오스테이션 앞,광주광역시,광산구,광주광역시 광산구 송정공원로11번길 42 (소촌동),광주광역시 광산구 소촌동 783-45,35.14529263,126.796990,철도건널목 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
101,송광2차아파트 앞,광주광역시,광산구,광주광역시 광산구 어등대로 647번길(소촌동),광주광역시 광산구 소촌동 450-7,35.145540,126.793007,소촌어린이집,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
100,소촌서라1차아파트 앞,광주광역시,광산구,광주광역시 광산구 어등대로653번길 45 (소촌동),광주광역시 광산구 소촌동 417-4,35.14663526,126.7920765,공감플러스빌 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
99,용아생가 앞,광주광역시,광산구,광주광역시 광산구 소촌로46번길 3-3 (소촌동),광주광역시 광산구 소촌동 353,35.14901504,126.7944123,누리지역 아동센터,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
98,소촌대라수 아파트 앞,광주광역시,광산구,광주광역시 광산구 소촌로64번길 30 (소촌동),광주광역시 광산구 소촌동 374-12,35.15093546,126.793819,약산농원,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
97,블랑주리 앞,광주광역시,광산구,광주광역시 광산구 어등대로449번길 65(선암동),광주광역시 광산구 선암동 420,35.15337072,126.7716788,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
96,행복쉼터 앞,광주광역시,광산구,광주광역시 광산구 어등대로459번길 60 (선암동),광주광역시 광산구 선암동 331-2,35.15351109,126.7735195,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
95,선운리버프라임 아파트 앞,광주광역시,광산구,광주광역시 광산구 선운중앙로67번길 25 (선암동),광주광역시 광산구 선암동 523,35.15040428,126.7801719,핏어팻 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
94,선운모아엘가아파트 앞,광주광역시,광산구,광주광역시 광산구 선운중앙로67번길 7(선암동),광주광역시 광산구 선암동 536,35.14879906,126.779417,어룡동 행복복지센터,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
93,보양맨션 A동 앞,광주광역시,광산구,광주광역시 광산구 송정공원로 28 (소촌동),광주광역시 광산구 소촌동 514-8,35.14619922,126.7988811,로타리,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
92,송정공원 앞,광주광역시,광산구,광주광역시 광산구 송정공원로 52(소촌동),광주광역시 광산구 소촌동 105-3,35.14821998,126.7981776,송정공원로 52-2 이정표,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
91,해송하우스 앞,광주광역시,광산구,광주광역시 광산구 사암로118번길 97-3 (우산동),광주광역시 광산구 우산동 1043-3,35.15480625,126.8126885,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
90,상수도사업본부 앞,광주광역시,광산구,광주광역시 광산구 사암로130번길 79 (우산동),광주광역시 광산구 우산동 1036-22,35.15593377,126.8121121,라빌라 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
89,우산빌딩 앞,광주광역시,광산구,광주광역시 광산구 사암로118번길 79(우산동),광주광역시 광산구 우산동 1044-6,35.15490018,126.8120493,동양전자 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
88,광산택배 앞,광주광역시,광산구,광주광역시 광산구 사암로106번길 38 (우산동),광주광역시 광산구 우산동 1075-13,35.15356201,126.8096191,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
87,대덕훼미리아파트 앞,광주광역시,광산구,광주광역시 광산구 사암로106번길 20 (우산동),광주광역시 광산구 우산동 1614-20,35.15355512,126.8085043,토리팜 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
86,대덕훼미리아파트 앞,광주광역시,광산구,광주광역시 광산구 사암로92번길 11-35 (우산동),광주광역시 광산구 우산동 1613-11,35.15341418,126.8079031,광산제일교회 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
85,참뜻노인복지센터 앞,광주광역시,광산구,광주광역시 광산구 사암로106번길 13 (우산동),광주광역시 광산구 우산동 1054-36,35.15383078,126.8081785,CU우산원룸점 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
84,광주광산어등지역자활센터 앞,광주광역시,광산구,광주광역시 광산구 사암로158번길 12 (우산동),광주광역시 광산구 우산동 1023-5,35.1582708,126.8083617,DJ종합개발,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
83,한국아델리움 중해마루힐아파트 앞,광주광역시,광산구,광주광역시 광산구 우산로95번길 57-12 (우산동),광주광역시 광산구 우산동 1590-1,35.1590037,126.811121,남양STN,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
82,하남교회 앞,광주광역시,광산구,광주광역시 광산구 하남대로76번길 87 (하남동),광주광역시 광산구 하남동 761,35.1779277,126.8032048,,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
81,김봉호가옥 앞,광주광역시,광산구,광주광역시 광산구 용아로399번길 94 (하남동),광주광역시 광산구 하남동 708,35.17713984,126.800899,해피하우스 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
80,광주하남2지구 우체국 앞,광주광역시,광산구,광주광역시 광산구 하남대로54번안길 136-7 (하남동),광주광역시 광산구 하남동 679,35.17721275,126.8000152,가온누리 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
79,세종유치원 앞,광주광역시,광산구,광주광역시 광산구 하남대로54번안길 74 (하남동),광주광역시 광산구 하남동 553,35.17785401,126.796737,PRO 광택,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
78,하남2지구다사로움3단지 앞,광주광역시,광산구,광주광역시 광산구 하남대로54번안길 115 (하남동),광주광역시 광산구 하남동 544,35.17830417,126.7984222,GS25 건너편,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
77,메이플유치원 앞,광주광역시,광산구,광주광역시 광산구 목련로2번길 29-76 (산정동),광주광역시 광산구 산정동 101-15,35.17159554,126.7992778,샤인빌 앞,광주광역시 광산구청,062-960-8465,2025-12-23,3630000,광주광역시 광산구
