관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
11680-00069,삼성목련공원,어린이공원,,서울특별시 강남구 삼성동 55-1,37.518515,127.0538884,1641.4,운동기구 등,조합놀이대 등,"파고라, 정자, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00068,압구정은행나무공원,어린이공원,,서울특별시 강남구 압구정동 459,37.53072221,127.0314438,2547.4,운동기구 등,,"파고라, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00067,압구정목련공원,어린이공원,,서울특별시 강남구 압구정동 466,37.53268534,127.0322088,2027.2,운동기구 등,,"파고라, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00066,신사개나리공원,어린이공원,,서울특별시 강남구 신사동 609-2,37.52567303,127.029443,991.3,운동기구 등,조합놀이대 등,"음수대, 파고라, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00065,신사까치공원,어린이공원,,서울특별시 강남구 신사동 597,37.52342193,127.029229,992.9,운동기구 등,미끄럼틀 등,"정자, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00064,신사무궁화공원,어린이공원,,서울특별시 강남구 신사동 625-5,37.524131,127.0319138,1641.8,운동기구 등,"그네, 미끄럼틀, 조합놀이대 등","음수대, 파고라, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00063,신사목련공원,어린이공원,,서울특별시 강남구 신사동 567-37,37.52291399,127.0258327,1001.1,운동기구 등,"그네, 조합놀이대 등","파고라, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00062,신사은행나무공원,어린이공원,,서울특별시 강남구 신사동 558,37.52059722,127.0260394,1240.1,운동기구 등,"시소, 조합놀이대","파고라, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00061,학동공원,어린이공원,,서울특별시 강남구 논현동 263-23,37.511646,127.0387639,1498.5,운동기구 등,"그네, 조합놀이대 등",장의자 등,,,,,02-3423-6247,2026-01-29,3220000,서울특별시 강남구
11680-00060,논현소나무공원,어린이공원,,서울특별시 강남구 논현동 239,37.51573112,127.0374539,1819.9,운동기구 등,"그네, 조합놀이대 등","음수대, 정자, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00059,논현무궁화공원,어린이공원,,서울특별시 강남구 논현동 205-7,37.50667179,127.0307039,1879.7,운동기구 등,,장의자 등,,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00058,논현개나리공원,어린이공원,,서울특별시 강남구 논현동 150-5,37.51122564,127.0300758,1652.9,운동기구 등,조합놀이대,"정자, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00057,논현은행나무공원,어린이공원,,서울특별시 강남구 논현동 47-13,37.51259546,127.0224572,1014.5,운동기구 등,조합놀이대,"파고라, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00056,논현목련공원,어린이공원,,서울특별시 강남구 논현동 137-18,37.5108669,127.0267093,986,운동기구 등,"시소, 조합놀이대 등","음수대, 정자, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00055,논현까치공원,어린이공원,,서울특별시 강남구 논현동 162-11,37.50852892,127.0250971,956.7,,조합놀이대 등,"음수대, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00054,아크로힐스소공원,소공원,,서울특별시 강남구 논현동 276-2,37.51003194,127.0395693,800,,,,,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00053,역삼나들이소공원,소공원,,서울특별시 강남구 역삼동 716-5,37.500748,127.0504317,650,운동기구 등,,장의자,,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00052,도곡동 426-9(로덴하우스)소공원,소공원,,서울특별시 강남구 도곡동 462-9,37.48560304,127.0460585,80,,,,,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00051,도곡단비소공원,소공원,,서울특별시 강남구 도곡동 539-6,37.49389921,127.0472249,896.5,,,,,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00050,다솜소공원,소공원,,서울특별시 강남구 역삼동 763-18,37.49577558,127.0478708,604.1,운동기구 등,,"정자, 장의자 등",,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00049,역삼문화공원,문화공원,,서울특별시 강남구 역삼동 635,37.50251536,127.0303909,33974.9,운동기구 등,,장의자 등,,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00105,수서목련공원,어린이공원,,서울특별시 강남구 수서동 712-1,37.49062982,127.1036989,1418.8,운동기구 등,조합놀이대 등,"파고라, 정자, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00104,수서은행나무공원,어린이공원,,서울특별시 강남구 수서동 707-1,37.49213676,127.0997523,1500.4,운동기구 등,"그네, 시소, 조합놀이대 등","정자, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00103,수서까치공원,어린이공원,,서울특별시 강남구 수서동 736-1,37.48713637,127.0979512,1500.2,운동기구 등,"시소, 조합놀이대 등","음수대, 파고라, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00102,일원새싹공원,어린이공원,,서울특별시 강남구 수서동 746-1,37.484772,127.0890958,1500.2,운동기구 등,조합놀이대 등,"정자, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00101,일원진달래공원,어린이공원,,서울특별시 강남구 일원동 716-1,37.484753,127.0847344,1500.1,운동기구 등,"시소, 조합놀이대 등","파고라, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00100,일원비둘기공원,어린이공원,,서울특별시 강남구 일원동 735-1,37.48327765,127.0860025,1501,운동기구 등,"그네, 조합놀이대 등","정자, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00099,일원상록수공원,어린이공원,,서울특별시 강남구 일원동 734-1,37.482102,127.0822265,1500.4,운동기구 등,"시소, 조합놀이대 등",장의자 등,,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00098,일원소나무공원,어린이공원,,서울특별시 강남구 일원동 718-1,37.484061,127.0817812,1500.6,운동기구 등,조합놀이대 등,장의자 등,,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00097,일원느티나무공원,어린이공원,,서울특별시 강남구 일원동 730-2,37.483047,127.0774123,1825.7,운동기구 등,조합놀이대 등,장의자 등,,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00096,일원개나리공원,어린이공원,,서울특별시 강남구 일원동 730-3,37.48300519,127.0763956,4453.6,운동기구 등,"시소, 조합놀이대 등","파고라, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00095,일원장미공원,어린이공원,,서울특별시 강남구 일원동 732-4,37.480681,127.0808231,1500,운동기구 등,조합놀이대 등,"파고라, 정자, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00094,한마음공원,어린이공원,,서울특별시 강남구 개포동 12-3,37.49642631,127.0755359,2488.1,운동기구 등,"시소, 조합놀이대 등","파고라, 정자, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00093,예지공원,어린이공원,,서울특별시 강남구 개포동 12-7,37.49183156,127.0733493,1535.9,운동기구 등,"그네, 조합놀이대 등","파고라, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00092,궁마을공원,근린공원,,서울특별시 강남구 수서동 802,37.48369397,127.0952707,14449,운동기구 등,,장의자 등,,,,,02-3423-6248,2026-01-29,3220000,서울특별시 강남구
11680-00091,일원까치공원,어린이공원,,서울특별시 강남구 일원동 712-4,37.4918904,127.0882309,1476.3,운동기구 등,,"파고라, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00090,일원목련공원,어린이공원,,서울특별시 강남구 일원동 658,37.491431,127.0855901,1613.8,운동기구 등,,"음수대, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00089,일원은행나무공원,어린이공원,,서울특별시 강남구 일원동 615-2,37.492002,127.0769753,1500.3,운동기구 등,,"정자, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00088,개포목련공원,어린이공원,,서울특별시 강남구 개포동 1176,37.47429924,127.0524432,1639.1,운동기구 등,,"파고라, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00087,개포은행나무공원,어린이공원,,서울특별시 강남구 개포동 1220,37.47602964,127.0492625,1641.7,운동기구 등,"그네, 시소, 조합놀이대 등","파고라, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00084,개포까치공원,어린이공원,,서울특별시 강남구 개포동 169-3,37.48370515,127.0608782,1690.2,운동기구 등,,"정자, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00083,대치은행나무공원,어린이공원,,서울특별시 강남구 대치동 899-25,37.501649,127.0515319,1618.7,운동기구 등,"그네, 시소, 조합놀이대 등","파고라, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00082,대치까치공원,어린이공원,,서울특별시 강남구 대치동 1014-4,37.496941,127.059198,992.2,운동기구 등,"시소, 조합놀이대 등","음수대, 정자, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00081,대치목련공원,어린이공원,,서울특별시 강남구 대치동 929-10,37.49982553,127.0581713,1649.1,운동기구 등,조합놀이대 등,"음수대, 파고라, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00080,역삼은행나무공원,어린이공원,,서울특별시 강남구 역삼동 611,37.505409,127.0312225,1647.1,운동기구 등,"그네, 시소, 조합놀이대 등","파고라, 정자, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00079,역삼소나무공원,어린이공원,,서울특별시 강남구 역삼동 836-21,37.49099783,127.0336992,987.3,운동기구 등,조합놀이대 등,"파고라, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00078,역삼개나리공원,어린이공원,,서울특별시 강남구 역삼동 739-15,37.497571,127.0362551,1635,운동기구 등,"그네, 조합놀이대 등","음수대, 파고라, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00077,역삼무궁화공원,어린이공원,,서울특별시 강남구 역삼동 830-23,37.493835,127.032209,991.5,운동기구 등,"미끄럼틀, 조합놀이대 등","음수대, 파고라, 장의자 등",,,,,02-3423-6265,2026-01-29,3220000,서울특별시 강남구
11680-00120,못골위근린공원,근린공원,,서울특별시 강남구 자곡동 608,37.47440226,127.0967379,26307,운동기구 등,,파고라 등,,,,,02-3423-6248,2026-01-29,3220000,서울특별시 강남구
11680-00119,숲자락근린공원,근린공원,,서울특별시 강남구 자곡동 615,37.47298119,127.0929684,38003.6,운동기구 등,,파고라 등,,,,,02-3423-6245,2026-01-29,3220000,서울특별시 강남구
11680-00118,세명근린공원,근린공원,,서울특별시 강남구 자곡동 625,37.4692274,127.0902554,5236.8,운동기구 등,,파고라 등,,,,,02-3423-6245,2026-01-29,3220000,서울특별시 강남구
11680-00117,세천근린공원,근린공원,,서울특별시 강남구 세곡동 603,37.46652497,127.0949058,18856.7,운동기구 등,,"파고라, 장의자 등",,,,,02-3423-6245,2026-01-29,3220000,서울특별시 강남구
11680-00116,대왕공원,어린이공원,,서울특별시 강남구 세곡동 526-2,37.4624778,127.1049341,2633.1,운동기구 등,"그네, 조합놀이대 등","파고라, 정자, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00115,세곡천공원,어린이공원,,서울특별시 강남구 세곡동 522-1,37.46321345,127.1012799,2645.1,운동기구 등,"시소, 조합놀이대 등","파고라, 정자, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00114,충현공원,어린이공원,,서울특별시 강남구 역삼동 666-2,37.50467201,127.0365347,2721.8,운동기구 등,"시소, 조합놀이대 등","정자, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00113,아래방죽마을공원,어린이공원,,서울특별시 강남구 율현동 194-1,37.473276,127.1082321,386,운동기구 등,조합놀이대,장의자 등,,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00112,윗방죽마을공원,어린이공원,,서울특별시 강남구 율현동 308-29,37.470276,127.104681,935,운동기구 등,"그네, 시소, 조합놀이대 등","파고라, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00111,못골공원,어린이공원,,서울특별시 강남구 자곡동 447-23,37.473573,127.100181,749,운동기구 등,,"파고라, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00110,쟁골공원,어린이공원,,서울특별시 강남구 자곡동 233-2,37.48190388,127.1020753,468,운동기구 등,조합놀이대 등,"파고라, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00109,은곡마을공원,어린이공원,,서울특별시 강남구 세곡동 369-3,37.46801863,127.1004611,2686,운동기구 등,"시소, 조합놀이대","정자, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00108,윗반고개공원,어린이공원,,서울특별시 강남구 세곡동 99-6,37.46569942,127.109147,1250,운동기구 등,조합놀이대,장의자 등,,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00107,아래반고개공원,어린이공원,,서울특별시 강남구 세곡동 129-13,37.463874,127.1071102,863,운동기구 등,조합놀이대 등,"파고라, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00106,수서개나리공원,어린이공원,,서울특별시 강남구 수서동 723-1,37.487518,127.1054203,1500.1,운동기구 등,"그네, 시소, 조합놀이대 등","정자, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00151,수서역사공원,역사공원,,서울특별시 강남구 수서동 797 외 1필지,37.48055556,127.0961111,20514,운동기구 등,,,,,,,02-3423-6248,2026-01-29,3220000,서울특별시 강남구
11680-00150,세곡근린공원,근린공원,,서울특별시 강남구 자곡동 690,37.47019671,127.0933333,34978.9,운동기구 등,,,,,,,02-3423-6247,2026-01-29,3220000,서울특별시 강남구
11680-00149,삼성해맞이근린공원,근린공원,,서울특별시 강남구 삼성동 82,37.51944444,127.0616667,22598.7,운동기구 등,,,,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00148,보은근린공원,근린공원,,서울특별시 강남구 역삼동 754-4,37.49795348,127.048244,1147.7,운동기구 등,,,,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00147,대치구마을 1지구 소공원,소공원,,서울특별시 강남구 대치동 1035,37.50077975,127.0629541,1381.7,운동기구 등,,,,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00146,대모산근린공원,근린공원,,서울특별시 강남구 개포동 산61,37.47472222,127.0788889,229732.7,운동기구 등,,,,,,,02-3423-6283,2026-01-29,3220000,서울특별시 강남구
11680-00145,개포1단지소공원,소공원,,서울특별시 강남구 개포동 660-1,37.48310598,127.058720,1134.8,,,,,,,,02-3423-6248,2026-01-29,3220000,서울특별시 강남구
11680-00144,개포17근린공원,근린공원,,서울특별시 강남구 개포동 1284-2,37.48654248,127.0710195,10965.9,운동기구 등,,"음수대, 파고라, 장의자 등",,,,,02-3423-6248,2026-01-29,3220000,서울특별시 강남구
11680-00143,개포16근린공원,근린공원,,서울특별시 강남구 개포동 660-4,37.48078254,127.0575557,12562,운동기구 등,,"음수대, 파고라, 장의자 등",,,,,02-3423-6248,2026-01-29,3220000,서울특별시 강남구
11680-00142,개포문화공원,문화공원,,서울특별시 강남구 개포동 1281-1,37.48416667,127.0653498,4471.7,운동기구 등,,"파고라, 장의자 등",,,,,02-3423-6247,2026-01-29,3220000,서울특별시 강남구
11680-00141,개나리4차아파트소공원,소공원,,서울특별시 강남구 역삼동 902-1,37.50187452,127.0453003,2543.3,,,장의자 등,,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00140,래미안라클래시소공원,소공원,,서울특별시 강남구 삼섬동 19-4,37.51863809,127.0497099,1320,,,"파고라, 장의자 등",,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00139,대치제2지구소공원,소공원,,서울특별시 강남구 대치동 977,37.50195628,127.0648309,595.5,,,"파고라, 장의자 등",,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00138,솔밭소공원,소공원,,서울특별시 강남구 율현동 431,37.4738142,127.1082681,692,운동기구 등,,장의자 등,,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00137,방죽소공원,소공원,,서울특별시 강남구 율현동 354,37.47270823,127.1066181,5704,운동기구 등,,"정자, 장의자 등",,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00136,래미안대치팰리스소공원2,소공원,,서울특별시 강남구 대치동 1028-1,37.4949289,127.061663,990,,,"파고라, 장의자 등",,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00135,래미안대치팰리스소공원1,소공원,,서울특별시 강남구 대치동 1027-1,37.4943606,127.0598416,3845,,,"파고라, 장의자 등",,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00134,대치에스케이뷰2 소공원,소공원,,서울특별시 강남구 대치동 1029-3,37.49605146,127.0614886,481,,,장의자,,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00133,대치에스케이뷰1 소공원,소공원,,서울특별시 강남구 대치동 1029-2,37.49576505,127.0595115,302,,,장의자,,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00132,행복공원,어린이공원,,서울특별시 강남구 세곡동 546,37.46728874,127.0971653,2483.5,"배드민턴장, 운동기구 등",,"음수대, 파고라, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00131,도담공원,어린이공원,,서울특별시 강남구 세곡동 548,37.46732499,127.0986125,4282.7,"배드민턴장, 운동기구 등","그네, 조합놀이대 등","파고라, 정자, 장의자 등",,,,,02-3423-6262,2026-01-29,3220000,서울특별시 강남구
11680-00130,도곡햇살소공원,소공원,,서울특별시 강남구 도곡동 538-4,37.49575164,127.0524907,558.5,,,장의자,,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00129,역삼미소공원,소공원,,서울특별시 강남구 역삼동 711-5,37.50142477,127.0439883,576,,,장의자,,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00126,쉼표소공원,소공원,,서울특별시 강남구 세곡동 549,37.467518,127.099851,1199.2,,,장의자,,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00125,물굽이공원,수변공원,,서울특별시 강남구 세곡동 537,37.46520915,127.093755,3713.3,,,,,,,,02-3423-6248,2026-01-29,3220000,서울특별시 강남구
11680-00124,물맞이공원,수변공원,,서울특별시 강남구 세곡동 604-1,37.465664,127.097181,10399.2,,,,,,,,02-3423-6248,2026-01-29,3220000,서울특별시 강남구
11680-00123,해찬솔근린공원,근린공원,,서울특별시 강남구 자곡동 627,37.47039047,127.0923987,12093,운동기구 등,,,,,,,02-3423-6245,2026-01-29,3220000,서울특별시 강남구
11680-00122,안개근린공원,근린공원,,서울특별시 강남구 자곡동 647,37.47217989,127.1019482,19739.5,운동기구 등,,파고라 등,,,,,02-3423-6245,2026-01-29,3220000,서울특별시 강남구
11680-00121,못골아래근린공원,근린공원,,서울특별시 강남구 자곡동 607,37.47330498,127.0997276,21560.9,운동기구 등,,파고라 등,,,,,02-3423-6245,2026-01-29,3220000,서울특별시 강남구
11680-00152,아크로삼성아파트,소공원,,서울특별시 강남구 삼성동 79,37.52044918,127.0599597,1200,운동기구 등,,,,,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
11680-00153,참나무근린공원,근린공원,,서울특별시 강남구 수서동 794,37.48040764,127.0891667,12027.3,운동기구 등,,,,,,,02-3423-6248,2026-01-29,3220000,서울특별시 강남구
11680-00001,도산근린공원,근린공원,,서울특별시 강남구 신사동 649-9,37.523911,127.0356032,29816.5,운동기구 등,,"음수대, 파고라, 장의자 등","도산전시관, 동상",,,,02-3423-6244,2026-01-29,3220000,서울특별시 강남구
41670-00024,20호어린이공원,어린이공원,,경기도 여주시 교동390-22,37.28509418,127.6318813,2352,허리돌리기+크로스워킹+레그프레스+롤링웨이스트+워밍암,조합놀이대,파고라+벤치,,,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00023,8호어린이공원,어린이공원,,경기도 여주시 천송동 517-2,37.30200215,127.6512113,7847,"스트레칭롤러, 트윈트위스트, 위밍암, 롤링웨이스트, 크로스컨트리",집라인+조합놀이대,파고라,,,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00022,여주22호 어린이공원,어린이공원,,경기도 여주시 교동 115-15,37.2768225,127.6328215,6092,,집라인+조합놀이대,파고라+벤치,,바닥분수,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00021,여주18호 어린이공원,어린이공원,,경기도 여주시 교동 115-1,37.27838407,127.6331283,3774,배드민턴장,조합놀이대+그네+잔디마당,화장실+파고라+벤치,,,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00017,금은모래강변공원,근린공원,,경기도 여주시 연양동 8,37.2893752,127.6719507,240023,잔디마당+순환산책로,집라인+조합놀이대+그네,화장실+주차장+파고라,야생초화원+4계절 테마숲+수변관찰데트,,,경기도 여주시청,031-887-2602,2025-12-22,5700000,경기도 여주시
41670-00016,법무단지앞 소공원2,소공원,,경기도 여주시 현암동 679,37.31272411,127.6344258,933,,파고라,파고라,,,,경기도 여주시청,031-887-2603,2025-12-22,5700000,경기도 여주시
41670-00015,법무단지앞 소공원1,소공원,,경기도 여주시 현암동 674,37.311933,127.6314914,653,,파고라,파고라,,,,경기도 여주시청,031-887-2603,2025-12-22,5700000,경기도 여주시
41670-00014,여주IC앞소공원,소공원,,경기도 여주시 점봉동 233,37.25405325,127.6478322,987,,벤치,벤치,,,,경기도 여주시청,031-887-2603,2025-12-22,5700000,경기도 여주시
41670-00020,청안어린이공원,어린이공원,,경기도 여주시 점동면 청안리 651-1,37.20516085,127.6605313,1699.9,자전거타기+줄당기기+허리돌리기+공중걷기,짚라인+조합놀이대+트램폴린,파고라+그네의자,,,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00013,태평5호공원,어린이공원,,경기도 여주시 가남읍 태평리 769,37.20673404,127.5450164,1741,터닝암+윗몸일으키기+크로스위킹+양팔줄당기기,조합놀이대+모래놀이,파고라,,,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00012,태평4호공원,어린이공원,,경기도 여주시 가남읍 태평리 95-1,37.20414094,127.5482748,1380,양팔줄당기기+좌식사이클+롤링웨이스트,로프놀이대+그네+회전놀이기구+모래놀이,화장실,,,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00011,태평근린공원,근린공원,,경기도 여주시 가남읍 태평리 174,37.20429471,127.5455125,7847,게이트볼장+자전거타기+생활운동기구,조합놀이대,화장실+파고라,,,,경기도 여주시청,031-887-2602,2025-12-22,5700000,경기도 여주시
41670-00018,17호공원,어린이공원,,경기도 여주시 하동 431-4,37.30124439,127.6227795,1512,양팔줄당기기+좌식사이클+롤링웨이스트,로프놀이대,파고라,,,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00010,14호공원,어린이공원,,경기도 여주시 오학동 403,37.30194807,127.6473666,2844,터닝암+파워싸이클+레그프레스+크로스위킹,조합놀이대+모래놀이+트램폴린+집라인,파고라,,,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00019,10호공원,어린이공원,,경기도 여주시 오학동 419,37.3039552,127.6464464,1500,,조합놀이대+모래놀이+트램폴린,파고라,,,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00009,9호공원,어린이공원,,경기도 여주시 하동 422,37.29997479,127.6241111,1730,농구대+롤링웨이스트+워밍암+크로스컨트리+트리플트위스트,조합놀이대,파고라,,,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00008,7호공원,어린이공원,,경기도 여주시 하동 412-1,37.29628178,127.6300342,2330,농구대+하늘걷기+허리돌리기+레그프레스+파워프레스+터닝암+양팔로프당기기,조합놀이대,파고라,,,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00007,5호공원,어린이공원,,경기도 여주시 상동 373-8,37.2918843,127.6412891,2170,,조합놀이대+모래놀이,파고라,,,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00006,4호공원,어린이공원,,경기도 여주시 홍문동 283,37.2908183,127.6378157,1926,양팔줄당기기+좌식싸이클+사이드스윙+허리돌리기+레그프레스+파워프레스+농구대,조합놀이대+회전놀이기구,파고라,,,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00005,3호공원,어린이공원,,경기도 여주시 창동 145,37.2942728,127.6334509,2687,크로스위킹+레그프레스+파워싸이클+터닝암+사이드스윙+농구대,조합놀이대,파고라,,,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00004,2호공원,어린이공원,,경기도 여주시 하동 121-4,37.30114377,127.6288253,2220,터닝암+크로스워킹+파워사이클+레그프레스+온몸비틀기+철봉,조합놀이대,화장실+파고라,,,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00003,1호공원,어린이공원,,경기도 여주시 상동 282-4,37.29580238,127.6395941,2540,크로스위킹+레그프레스+파워싸이클+허리돌리기+터닝암,조합놀이대+모래놀이,파고라,,,,경기도 여주시청,031-887-2604,2025-12-22,5700000,경기도 여주시
41670-00002,여주근린공원,근린공원,,경기도 여주시 상동 352,37.29395607,127.6404539,25449,족구장+생활운동기구,조합놀이대+X게임장,화장실+주차장+파고라,,,,경기도 여주시청,031-887-2602,2025-12-22,5700000,경기도 여주시
41670-00001,영월근린공원,근린공원,,경기도 여주시 상동 132,37.29441991,127.6476579,38050,생활운동기구,,화장실+주차장+파고라,도자벽화,,,경기도 여주시청,031-887-2602,2025-12-22,5700000,경기도 여주시
48860-00026,신안체육공원,체육공원,,경상남도 산청군 신안면 중촌리 621,35.316216,127.9743251,13945,그라운드골프장+게이트볼장+체력단련장,,주차장,,,2021-06-24,경상남도 산청군청,055-970-6432,2025-12-22,5450000,경상남도 산청군
48860-00025,차황문화공원,문화공원,,경상남도 산청군 차황면 철수리 148-1,35.441859,127.9542999822,16950,풋살장,,화장실,,주차장+쉼터,2016-06-23,경상남도 산청군청,055-970-7334,2025-12-22,5450000,경상남도 산청군
48860-00024,창촌공원,수변공원,,경상남도 산청군 단성면 창촌리 834-13,35.25860453,127.897938,71880,족구장,,,,쉼터,2017-01-19,경상남도 산청군청,055-970-6432,2025-12-22,5450000,경상남도 산청군
