개방자치단체코드,관리번호,구분명,근거법령명,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,화장실소유구분명,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3670000,202436700000103040,공중화장실,법제3조제16호-영제3조제1항제4호,정보통신원 1호관,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",대전광역시 유성구 궁동 220,6,9,0,0,0,0,8,1,0,충남대학교,0428215114,정시,09:00~18:00,,공공기관-국가,수세식,N,Y,여자화장실,Y,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:18
3670000,202436700000102851,공중화장실,법제3조제16호-영제3조제1항제1호,북대전세무서,대전광역시 유성구 유성대로 935번길 7,,2,2,1,1,0,0,4,1,0,북대전세무서,0426038242,정시,09:00~18:00,,공공기관-국가,수세식,N,Y,장애인화장실,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:15
3670000,202436700000102676,공중화장실,법제3조제16호-영제3조제1항제1호,송강어린이공원,대전광역시 유성구 구즉로48번길 1 (송강동),,1,1,0,0,0,0,0,0,0,유성구청,0426112383,상시,,200601,공공기관-지방자치단체,수세식,Y,Y,남자화장실,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:13
3670000,202436700000102983,개방화장실,법제3조제16호-영제3조제1항제1호,대전관광공사 4층,대전광역시 유성구 대덕대로 512번길 30(도룡동),,5,6,0,0,0,0,4,0,0,대전관광공사,0422501111,정시,09:00~18:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:17
3670000,202436700000102713,개방화장실,법제3조제17호-영제3조제2항제3호,인&인아파트,"대전광역시 유성구 북유성대로 219 (지족동, 인앤인주상복합)",,3,3,0,0,0,0,3,0,0,유성구청,0426112369,상시,,,민간,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:13
3670000,202436700000102868,공중화장실,법제3조제16호-영제3조제1항제1호,국제지식재산연수원 본관 3층 311호 앞,대전광역시 유성구 과학로 82,,2,4,0,0,0,0,2,0,0,특허청 국제지식재산연수원,0426014308,정시,09:00~18:00 주말휴관,,공공기관-국가,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:15
3670000,202436700000102952,개방화장실,법제3조제16호-영제3조제1항제1호,대전유성소방서 1층,대전광역시 유성구 대덕대로 516 (도룡동),,2,3,0,0,0,0,1,0,0,대전광역시,0422701613,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:16
3670000,202436700000102567,개방화장실,법제3조제16호-영제3조제1항제5호,유성구 장애인종합복지관 수영장 1층,대전광역시 유성구 북유성대로 166 (죽동),대전광역시 유성구 죽동 600,0,0,1,1,0,0,0,1,0,유성구 장애인종합복지관,0428223637,정시,(평일)07:00~21:00+(토요일)09:00~16:00,200906,공공기관-지방자치단체,수세식,N,Y,남자화장실+여자화장실,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:12
3670000,202436700000102882,개방화장실,법제3조제16호-영제3조제1항제1호,대전청소년비행예방센터 법체험관1층,대전광역시 유성구 엑스포로 219-39 (원촌동),,5,6,1,1,0,0,9,1,0,대전청소년비행예방센터,0423238800,정시,09:00~18:00,,공공기관-국가,수세식,N,N,,N,Y,여자화장실,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:16
3670000,202436700000103028,공중화장실,법제3조제16호-영제3조제1항제4호,영동학술림,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",대전광역시 유성구 궁동 220,0,0,0,0,0,0,0,0,0,충남대학교,0428215114,정시,09:00~18:00,,공공기관-국가,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:18
3670000,202436700000102791,개방화장실,법제3조제17호-영제3조제2항제3호,노블레스2차,대전광역시 유성구 온천동로65번길 39(봉명동),,3,5,0,0,0,0,3,0,0,유성구청,0426112369,상시,,,민간,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:14
3670000,202436700000103022,공중화장실,법제3조제16호-영제3조제1항제4호,공학3호관,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",대전광역시 유성구 궁동 220,20,44,1,0,0,0,25,1,0,충남대학교,0428215114,정시,09:00~18:00,,공공기관-국가,수세식,N,Y,여자화장실,Y,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:17
3670000,202436700000102792,개방화장실,법제3조제17호-영제3조제2항제3호,촌정선곤드레밥,대전광역시 유성구 노은서로 125 (노은동),,1,1,0,0,0,0,2,0,0,유성구청,0426112369,상시,,,민간,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:14
3670000,202436700000102933,개방화장실,법제3조제16호-영제3조제1항제1호,대전광역시 인재개발원 본관동 2층(대강당 방향),대전광역시 유성구 유성대로1312번길 83 (장동),,2,5,0,0,0,0,4,0,0,대전광역시 인재개발원,0422706635,정시,09:00~18:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:16
3670000,202436700000102786,개방화장실,법제3조제11호,계림주유소,대전광역시 유성구 현충원로 201 (갑동),,1,1,0,0,0,0,1,0,0,유성구청,0426112369,상시,,,민간,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:14
3670000,202436700000102586,개방화장실,법제3조제16호-영제3조제1항제6호,유성구 청소년수련관 1층,대전광역시 유성구 북유성대로 158 (죽동),대전광역시 유성구 죽동 601-1,2,2,1,1,0,0,3,1,0,유성구 청소년수련관,0428208900,정시,(화-토)09:00-21:00+(일요일)09:00-18:00,201604,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:12
3670000,202436700000102496,개방화장실,법제3조제16호-영제3조제1항제1호,온천1동 행정복지센터 3층,대전광역시 유성구 도안대로589번길 35 (봉명동),대전광역시 유성구 봉명동 451,2,3,1,1,0,0,3,1,0,온천1동 행정복지센터,0426116680,정시,09:00~18:00평일,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:11
3670000,202436700000102681,공중화장실,법제3조제16호-영제3조제1항제1호,말바위어린이공원,대전광역시 유성구 신성남로 91-9 (신성동),,0,0,1,1,0,0,0,1,0,유성구청,0426112758,상시,,201301,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,Y,여자화장실,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:13
3670000,202436700000102907,개방화장실,법제3조제16호-영제3조제1항제1호,대전광역시 농업기술센터 원예치료실,대전광역시 유성구 교촌대정로 97 (교촌동),,1,1,0,0,0,0,2,0,0,대전광역시 농업기술센터,0422706914,정시,09:00~18:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:16
3670000,202436700000102654,공중화장실,법제3조제16호-영제3조제1항제1호,진잠근린공원,대전광역시 유성구 계백로 835 (원내동),,1,2,0,0,0,0,0,0,0,유성구청,0426112758,상시,,199701,공공기관-지방자치단체,수세식,Y,Y,남자화장실,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:13
3670000,202436700000102655,공중화장실,법제3조제16호-영제3조제1항제1호,진잠체육공원,대전광역시 유성구 원내동 416-2,,2,2,1,1,0,0,7,1,1,유성구청,0426112758,상시,,201001,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:13
3670000,202436700000102501,개방화장실,법제3조제16호-영제3조제1항제1호,노은1동 행정복지센터 2층,대전광역시 유성구 노은동로87번길 89 (노은동),대전광역시 유성구 노은동 546,2,3,1,0,0,0,2,0,0,노은1동 행정복지센터,0426116740,정시,09:00~18:00,200510,공공기관-지방자치단체,수세식,N,N,,N,N,,202210,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:11
3670000,202436700000102627,공중화장실,법제3조제16호-영제3조제1항제1호,산수어린이공원,대전광역시 유성구 유성대로1665번길 8-25 (전민동),,0,1,1,0,0,0,1,1,0,유성구청,0426112758,상시,,202101,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:12
3670000,202436700000103065,공중화장실,법제3조제16호-영제3조제1항제4호,제3후생관,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",대전광역시 유성구 궁동 220,9,12,1,0,0,0,7,1,0,충남대학교,0428215114,정시,09:00~18:00,,공공기관-국가,수세식,N,Y,여자화장실,Y,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:18
3670000,202436700000103059,공중화장실,법제3조제16호-영제3조제1항제4호,무용실기실,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",대전광역시 유성구 궁동 220,2,2,0,0,0,0,4,0,0,충남대학교,0428215114,정시,09:00~18:00,,공공기관-국가,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:18
3670000,202436700000102999,공중화장실,법제3조제4호,현대프리미엄아울렛 대전점2F,대전광역시 유성구 테크노중앙로 123,대전광역시 유성구 용산동 574,19,24,5,0,0,0,50,5,0,현대프리미엄아울렛 대전점,0423322015,정시,10:30~21:00,,민간,수세식,N,Y,남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:17
3670000,202436700000102742,개방화장실,법제3조제12호,송정가스충전소,대전광역시 유성구 계백로 34 (송정동),,1,1,0,0,0,0,1,0,0,유성구청,0426112369,상시,,,민간,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:14
3670000,202436700000102594,개방화장실,법제3조제16호-영제3조제1항제1호,유성구 지역협력센터 1층,대전광역시 유성구 유성대로730번길 51 (장대동),대전광역시 유성구 장대동 282-15,2,4,0,0,0,0,3,0,0,유성구 지역협력센터,0426112192,정시,09:00~18:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:12
3670000,202436700000102477,개방화장실,법제3조제16호-영제3조제1항제1호,유성구청 6층,대전광역시 유성구 대학로 211 (어은동),대전광역시 유성구 어은동 109,3,5,0,0,0,0,4,0,0,유성구청,0426112525,정시,09:00~18:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:11
3670000,202436700000102583,개방화장실,법제3조제16호-영제3조제1항제5호,유성실버복지센터 2층,대전광역시 유성구 원신흥남로27번길 54(원신흥동),대전광역시 유성구 원신흥동 578-2,2,2,1,0,0,0,6,1,0,유성실버복지센터 2층,0428233233,정시,09:00~18:00,202012,공공기관-지방자치단체,수세식,N,Y,장애인화장실,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:12
3670000,202436700000102980,개방화장실,법제3조제16호-영제3조제1항제1호,대전디자인진흥원,대전광역시 유성구 테크로중앙로227 (탑립동),대전광역시 유성구 탑립동 694-14,6,6,3,3,0,0,15,3,0,대전디자인진흥원,0429307817,정시,09:00~18:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실,N,N,,201908,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:17
3670000,202436700000102598,개방화장실,법제3조제16호-영제3조제1항제1호,유성구 보건소 3층,대전광역시 유성구 박산로 177(구암동),대전광역시 유성구 구암동 91-6,5,5,1,1,0,0,10,1,0,유성구 보건소,0426115022,정시,09:00~18:00,202011,공공기관-지방자치단체,수세식,N,Y,장애인화장실,N,Y,남자화장실,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:12
3670000,202436700000102506,개방화장실,법제3조제16호-영제3조제1항제1호,노은2동 행정복지센터 지하1층,대전광역시 유성구 송림로19번길 35 (하기동),대전광역시 유성구 하기동 411-1,1,1,0,0,0,0,1,0,0,노은2동 행정복지센터,0426116867,정시,09:00~18:00,200909,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:11
3670000,202436700000102707,개방화장실,법제3조제17호-영제3조제2항제3호,가나파로스빌2차,대전광역시 유성구 노은로 157 (지족동),,1,2,0,0,0,0,2,0,0,유성구청,0426112369,상시,,,민간,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:13
3670000,202436700000103053,공중화장실,법제3조제16호-영제3조제1항제4호,자연과학대학 3호관,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",대전광역시 유성구 궁동 220,40,52,1,1,0,0,42,1,0,충남대학교,0428215114,정시,09:00~18:00,,공공기관-국가,수세식,N,Y,여자화장실,Y,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:18
3670000,202436700000102642,공중화장실,법제3조제16호-영제3조제1항제1호,학의숲유아숲,대전광역시 유성구 계산동 산 19-1,,1,1,1,1,1,1,1,1,1,유성구청,0426112759,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:13
3670000,202436700000102618,공중화장실,법제3조제16호-영제3조제1항제1호,남산어린이공원,"대전광역시 유성구 유성대로626번길 20, 경로당 (구암동)",,1,1,1,0,0,0,2,0,0,유성구청,0426112383,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:12
3670000,202436700000102760,개방화장실,법제3조제17호-영제3조제2항제3호,반석아울렛,대전광역시 유성구 북유성대로 328 (반석동),,1,1,0,0,0,0,2,0,0,유성구청,0426112369,상시,,,민간,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:14
3670000,202436700000102887,개방화장실,법제3조제16호-영제3조제1항제1호,금강유역환경청 본관1층,대전광역시 유성구 대학로 407 (구성동),,2,3,1,1,0,0,2,1,0,금강유역환경청,0428650800,정시,09:00~18:00,,공공기관-국가,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:16
3670000,202436700000102842,공중화장실,법제3조제16호-영제3조제1항제1호,국립대전현충원 변전실 앞,대전광역시 유성구 현충원로 251,,2,4,1,1,0,0,6,1,0,"국립대전현충원
관리과",0428207037,정시,09:00~18:00,,공공기관-국가,수세식,N,N,,N,Y,남자화장실+여자화장실,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:15
3670000,202436700000102635,공중화장실,법제3조제16호-영제3조제1항제1호,아리어린이공원,대전광역시 유성구 엑스포로 492 (전민동),,1,2,1,0,0,0,2,1,0,유성구청,0426112758,상시,,199301,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실+여자화장실,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:12
3670000,202436700000102989,개방화장실,법제3조제16호-영제3조제1항제2호,대전컨벤션센터 제2전시장,대전광역시 유성구 엑스포로 87 (도룡동),,26,34,9,0,0,0,72,9,0,대전관광공사,0422506274,정시,09:00~18:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:17
3670000,202436700000103070,공중화장실,법제3조제16호-영제3조제1항제4호,생명과학원 공동동물실험센터,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",대전광역시 유성구 궁동 220,17,23,0,1,0,0,0,2,0,충남대학교,0428215114,정시,09:00~18:00,,공공기관-국가,수세식,N,Y,여자화장실,Y,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:18
3670000,202436700000102921,개방화장실,법제3조제16호-영제3조제1항제1호,노은농수산물도매시장 채소A동,대전광역시 유성구 노은동로 33(노은동),,2,3,0,0,0,0,2,0,0,노은농수산물도매시장,0422707944,정시,09:00~18:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:16
3670000,202436700000102519,개방화장실,법제3조제16호-영제3조제1항제1호,유성구 평생학습원 구암센터 1층,대전광역시 유성구 유성대로626번길 57 (구암동),대전광역시 유성구 구암동 621-7,2,4,1,1,1,1,4,1,1,유성구 평생학습원 구암센터,,정시,08:00~21:00,201310,공공기관-지방자치단체,수세식,N,N,,Y,Y,남자화장실+여자화장실,201310,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:11
3670000,202436700000103087,공중화장실,법제3조제16호-영제3조제1항제4호,국립한밭대학교 S5동(산학연협동관),"대전광역시 유성구 동서대로 125 (덕명동, 국립한밭대학교)",대전광역시 유성구 덕명동 16-1,22,44,1,2,0,0,67,1,0,국립한밭대학교,0428211114,정시,(평일)06:00-24:00+(주말)상시닫힘,,공공기관-국가,수세식,N,N,,N,Y,여자화장실,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:18
3670000,202436700000102634,공중화장실,법제3조제16호-영제3조제1항제1호,전민게이트볼장,대전광역시 유성구 아리랑로21번길 416 (전민동),,0,1,1,1,0,0,2,1,0,유성구청,0426112369,상시,,202401,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:12
3670000,202436700000102648,공중화장실,법제3조제16호-영제3조제1항제1호,별밭어린이공원,대전광역시 유성구 학하로 84 (학하동),,1,1,1,1,0,0,2,1,0,유성구청,0426112758,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:13
3670000,202436700000102831,공중화장실,법제3조제16호-영제3조제1항제1호,국립대전현충원 봉안관 뒤,대전광역시 유성구 현충원로 251,,2,6,1,1,0,0,3,1,0,"국립대전현충원
관리과",0428207037,정시,09:00~18:00,,공공기관-국가,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:15
3670000,202436700000102893,개방화장실,법제3조제16호-영제3조제1항제1호,대전광역시 북부여성가족원 2층,대전광역시 유성구 대덕대로 1173 (송강동),,2,3,1,1,0,0,8,1,0,대전광역시 북부여성가족원,0422707800,정시,09:00~18:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:16
3670000,202436700000102939,개방화장실,법제3조제16호-영제3조제1항제1호,대전월드컵경기장 2층,대전광역시 유성구 월드컵대로 32 (노은동),,45,59,4,0,0,4,54,4,0,대전월드컵경기장,0428242002,정시,09:00~18:00,,공공기관-지방자치단체,수세식,N,N,,N,Y,여자화장실,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:16
3670000,202436700000102566,개방화장실,법제3조제16호-영제3조제1항제5호,유성구 장애인종합복지관 수영장 지하1층,대전광역시 유성구 북유성대로 166 (죽동),대전광역시 유성구 죽동 600,0,0,0,1,0,0,0,0,0,유성구 장애인종합복지관,0428223637,정시,(평일)07:00~21:00+(토요일)09:00~16:00,200906,공공기관-지방자치단체,수세식,N,Y,남자화장실+여자화장실,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:12
3670000,202436700000103100,공중화장실,법제3조제16호-영제3조제1항제4호,국립한밭대학교 N7동(기계관),"대전광역시 유성구 동서대로 125 (덕명동, 국립한밭대학교)",대전광역시 유성구 덕명동 16-1,18,30,1,1,0,0,10,1,0,국립한밭대학교,0428211114,정시,(평일)06:00-24:00+(주말)상시닫힘,,공공기관-국가,수세식,N,N,,Y,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:18
3670000,202436700000103069,공중화장실,법제3조제16호-영제3조제1항제4호,종합운동장(북부),"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",대전광역시 유성구 궁동 220,2,0,0,0,0,0,2,0,0,충남대학교,0428215114,정시,09:00~18:00,,공공기관-국가,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:18
3670000,202436700000102979,개방화장실,법제3조제16호-영제3조제1항제1호,대전테크노파크 바이오벤처타운 1층,대전광역시 유성구 유성대로 1662 (전민동),,4,4,1,1,0,0,4,1,0,대전테크노파크 바이오벤처타운,0422512841,정시,09:00~18:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:17
3670000,202436700000102807,공중화장실,법제3조제16호-영제3조제1항제1호,대덕연구단지우체국 1층 화장실,대전광역시 유성구 대덕대로 587,,1,0,0,1,0,0,0,1,0,대덕연구단지우체국,0426112369,정시,09:00~18:00,,공공기관-국가,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:15
3670000,202436700000103083,공중화장실,법제3조제16호-영제3조제1항제4호,국립한밭대학교 S1동(도서관),"대전광역시 유성구 동서대로 125 (덕명동, 국립한밭대학교)",대전광역시 유성구 덕명동 16-1,27,36,1,1,0,0,51,1,0,국립한밭대학교,0428211114,정시,(평일)06:00-24:00+(주말)상시닫힘,,공공기관-국가,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,N,,201401,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:18
3670000,202436700000102990,공중화장실,법제3조제8호,유성온천역,대전광역시 유성구 계룡로 지하97 (봉명동),대전광역시 유성구 봉명동 553-2,2,5,1,1,0,0,7,1,0,대전교통공사,0425393616,정시,05:00~00:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실+여자화장실,Y,Y,여자화장실,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:17
3670000,202436700000102950,개방화장실,법제3조제16호-영제3조제1항제1호,전민119안전센터 1층,대전광역시 유성구 엑스포로 486-11 (전민동),,1,1,0,0,0,0,1,0,0,대전광역시,0422701912,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:16
3670000,202436700000103035,공중화장실,법제3조제16호-영제3조제1항제4호,박물관,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",대전광역시 유성구 궁동 220,4,6,2,0,0,0,6,0,0,충남대학교,0428215114,정시,09:00~18:00,,공공기관-국가,수세식,N,Y,여자화장실,Y,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:18
3670000,202436700000102518,개방화장실,법제3조제16호-영제3조제1항제1호,관평동 행정복지센터 3층,대전광역시 유성구 관평2로 42 (관평동),대전광역시 유성구 관평동 905,3,3,0,0,0,0,5,0,0,관평동 행정복지센터,0426116892,정시,(평일)09:00-18:00,201004,공공기관-지방자치단체,수세식,N,N,,N,N,,202306,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:11
3670000,202436700000102964,개방화장실,법제3조제16호-영제3조제1항제1호,장애인체육센터,대전광역시 유성구 덕명로 56번길 85,,4,2,5,2,0,0,0,5,0,대전광역시 시설관리공단,0427243570,정시,09:00~21:00,201701,공공기관-지방자치단체,수세식,N,Y,장애인화장실,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:17
3670000,202436700000103081,공중화장실,법제3조제16호-영제3조제1항제4호,약초원관리동,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",대전광역시 유성구 궁동 220,1,1,0,0,0,0,1,0,0,충남대학교,0428215114,정시,09:00~18:00,,공공기관-국가,수세식,N,Y,여자화장실,Y,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:18
3670000,202436700000102826,공중화장실,법제3조제16호-영제3조제1항제1호,국립중앙과학관 대전세관 청사((1층),대전광역시 유성구 테크노2로 214],,2,5,1,0,0,0,2,1,0,"대전세관
조사심사과",0427172234,정시,09:00~18:00,,공공기관-국가,수세식,N,N,장애인화장실+여자화장실,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:15
3670000,202436700000103026,공중화장실,법제3조제16호-영제3조제1항제4호,대천임해수련원,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",대전광역시 유성구 궁동 220,0,0,0,0,0,0,0,0,0,충남대학교,0428215114,정시,09:00~18:00,,공공기관-국가,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:17
3670000,202436700000103082,공중화장실,법제3조제16호-영제3조제1항제4호,국립한밭대학교 S0동(국제교류관),"대전광역시 유성구 동서대로 125 (덕명동, 국립한밭대학교)",대전광역시 유성구 덕명동 16-1,31,35,1,2,0,0,70,1,0,국립한밭대학교,0428211114,정시,(평일)06:00-24:00+(주말)상시닫힘,,공공기관-국가,수세식,N,N,,Y,Y,여자화장실,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:18
3670000,202436700000102572,개방화장실,법제3조제16호-영제3조제1항제5호,유성구 종합사회복지관 2층,대전광역시 유성구 도안대로589번길 27 (봉명동),대전광역시 유성구 봉명동 451-5,1,4,1,0,0,0,4,1,0,유성구 종합사회복지관,0428253183,정시,(평일)06:00~21:00/(주말)06:00~12:00,200609,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:12
3670000,202436700000103002,공중화장실,법제3조제4호,롯데쇼핑㈜ 롯데마트 서대전점,대전광역시 유성구 유성대로 26-37(원내동),대전광역시 유성구 원내동 33,4,3,0,1,0,0,5,0,0,롯데쇼핑㈜ 롯데마트 서대전점,0425402500,정시,10:00~23:00,,민간,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:17
3670000,202436700000103044,공중화장실,법제3조제16호-영제3조제1항제4호,농업생명공학관,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",대전광역시 유성구 궁동 220,8,12,0,0,0,0,4,0,0,충남대학교,0428215114,정시,09:00~18:00,,공공기관-국가,수세식,N,Y,여자화장실,Y,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:18
3670000,202436700000102693,개방화장실,법제3조제17호-영제3조제2항제3호,전주집,대전광역시 유성구 온천로 74 (봉명동),,1,1,0,0,0,0,2,0,0,유성구청,0426112369,상시,,,민간,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:13
3670000,202436700000102745,개방화장실,법제3조제11호,대광주유소,대전광역시 유성구 금남구즉로 1355 (봉산동),,1,1,0,0,0,0,1,0,0,유성구청,0426112369,상시,,,민간,수세식,N,N,,N,N,,,2024-12-24,I,2026-05-15 18:43:45,2024-12-24 16:03:14
